DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,F_PU2,F_PU4,F_PU6,F_PU7,F_PU8,F_PU10,F_PU11,F_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422
2016-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0447142790315525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-08 03:00:00,-0.06366472011335267,0.027220384892734817,0.72336489394573,3.581676984929638,0.7193960555573378,0.7925308973200185,-0.613183456196392,1.931598083252922,12.933108509637108,9.576247070624706,0.0,12.18245040348397,36.73,-0.6838004413237302,0.0,-7.209880929789904,0.05518143751657245,-0.8412468944764839,3.754717831605255,31.64937234009784,1.6644612010184296,33.85110096491397,-4.836260550550911,45.78721311132342,-4.9627158734303976,30.131656749687483,1.1264443351429883,1.6423753527018299
2016-01-08 04:00:00,-0.0767139833191286,0.39510516606565993,1.223306671666288,1.1435853919351873,1.0709176190337897,1.2801887066539215,0.7105357433176982,1.7780336774690824,10.861251470335645,-9.307589921178009,0.0,-33.182468761632265,20.589093194635936,24.97020799936037,0.0,-29.190493873576898,0.11359048222885759,-0.3747138187816148,9.383622469671064,53.971065608956955,8.698418803859497,30.00357337477034,-4.108849357503654,61.35758099966416,-4.3634548744454165,55.62535037158223,5.847858805303002,8.071421535560411
2016-01-08 05:00:00,0.02716801881421782,0.4274900474290666,1.9610562370239064,0.46484755090681107,1.4707370554681862,1.7167305112521865,1.1675212008332996,3.8356209846235316,11.081415624861421,14.286491539249035,0.0,-19.196319745444125,22.77675270700427,16.683678534038883,0.0,-13.720558739504852,0.17339527074304595,-0.9330963486541677,7.815862686034119,101.88687389763368,9.450417280710269,41.09160284957957,5.395526678719307,89.34527198733116,5.251143179668297,68.25124779615086,5.238833992532921,9.205854321276135
2016-01-08 06:00:00,-0.031163071384717078,0.037188228462320616,2.7336210416920235,2.39853790136794,2.036792578608824,1.8983426177782405,0.7077849658137763,4.9232730276602155,10.34847699145189,23.44802309204942,0.0,25.583493390887025,-4.133868196256621,-3.553407510821664,0.0,8.77580369957137,0.23289107085794525,-0.8144795427327978,7.171356619193716,139.1298672912356,10.428567643927344,68.35404378388608,20.93417981162102,93.1881209401933,20.96655624138477,67.78254342175497,5.0797459941282135,10.538180161211198
2016-01-08 07:00:00,0.17363684118925082,0.30808932519334054,3.1760393092694192,1.6633466665018797,1.735294646049518,2.1000779540029257,-0.4129027592846968,6.5825672941056155,10.776881875577672,29.671061535285627,0.0,15.723337016025674,17.879207444794474,8.54617339483327,0.0,-3.5796861754802904,0.29191112660290575,-0.8726494846467645,10.396025993720755,161.04139137118017,14.021111389879081,81.27722927588555,21.266733990262605,116.71515102872286,21.35720254410012,81.83726965578217,7.862757766439557,13.899339856963302
2016-01-08 08:00:00,0.11499594676546376,0.22649705581357527,3.151208141135249,1.196697683127609,2.281113106920582,2.5766792768475186,0.7528206203659376,4.792515926290946,7.546257953975555,26.91421801344539,0.0,-16.904677198359842,23.50433325280779,34.75330063016184,0.0,-78.28165661009169,0.3503967314207457,1.0274543562742409,10.930880472218249,171.39661967510258,13.449701639270067,68.44762644353521,23.956169405374244,125.4096296603918,24.00557824290722,98.210599222806,17.165359928099008,12.806301308140274
2016-01-08 09:00:00,0.0645613793183939,0.10645788205095474,3.064518960292938,0.7363668186697212,2.3488894559885023,2.907711437283097,0.5668248000620468,9.519249837885212,10.987884501257994,17.39258917260714,0.0,45.09010156165242,21.281663880970783,24.212392222197487,0.0,-16.73573436695507,0.4083433867551016,-0.4104794184684195,10.18295432874239,157.75601206671521,9.830081346187317,101.00942776309128,26.15825723757228,126.56780706134674,26.341762579167963,100.7949872926153,12.760980204932615,9.804573889002093
